PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1127,0,3,"Vendel, Mr. Olof Edvin",1,-0.7565301836808248,0,0,350416,-0.4969651687970653,,2
1128,0,1,"Warren, Mr. Frank Manley",1,2.7111590719597314,1,0,110813,0.7112073979023562,D37,0
1129,0,3,"Baccos, Mr. Raffull",1,-0.7565301836808248,0,0,2679,-0.5082445390095603,,0
1130,1,2,"Hiltunen, Miss. Marta",0,-0.9141524225735773,1,1,250650,-0.40471885087040094,,2
1131,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",0,1.4501811608177106,1,0,PC 17761,1.2700668485929698,C86,0
1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",0,2.0018589969423446,0,0,112377,-0.1408260456827061,,0
1133,1,2,"Christy, Mrs. (Alice Frances)",0,1.213747802478582,0,2,237789,-0.0999679074304512,,2
1134,0,1,"Spedden, Mr. Frederic Oakley",1,1.213747802478582,1,1,16966,1.7733540684210047,E34,0
1135,0,3,"Hyman, Mr. Abraham",1,-0.2048523475561909,0,0,3470,-0.4963682154784447,,2
1136,0,3,"Johnston, Master. William Arthur Willie""""",1,-0.2048523475561909,1,2,W./C. 6607,-0.2173866532852554,,2
1137,0,1,"Kenyon, Mr. Frederick R",1,0.8985033246930769,1,0,17464,0.29195076909636647,D21,2
1138,1,2,"Karnes, Mrs. J Frank (Claire Bennett)",0,-0.5989079447880722,0,0,F.C.C. 13534,-0.26130664219277755,,2
1139,0,2,"Drew, Mr. James Vivian",1,0.9773144441394531,1,1,28220,-0.055151592218693875,,2
1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",0,-0.04723010866343835,1,0,26707,-0.1716740117692629,,2
1141,1,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",0,-0.2048523475561909,1,0,2660,-0.37865009663802596,,0
1142,1,2,"West, Miss. Barbara J",0,-2.260246342717684,1,2,C.A. 34651,-0.14030259112103277,,2
1143,0,3,"Abrahamsson, Mr. Abraham August Johannes",1,-0.7565301836808248,0,0,SOTON/O2 3101284,-0.4956959707502683,,2
1144,0,1,"Clark, Mr. Walter Miller",1,-0.2048523475561909,1,0,13508,1.8142122066732598,C89,0
1145,0,3,"Salander, Mr. Karl Johan",1,-0.4412857058953197,0,0,7266,-0.4705988342316842,,2
1146,0,3,"Wenzel, Mr. Linhart",1,0.2286088093988786,0,0,345775,-0.4674616921668612,,2
1147,0,3,"MacKay, Mr. George William",1,-0.2048523475561909,0,0,C.A. 42795,-0.5024184180320319,,2
1148,0,3,"Mahon, Mr. John",1,-0.2048523475561909,0,0,AQ/4 3130,-0.4988331128150913,,1
1149,0,3,"Niklasson, Mr. Samuel",1,-0.1260412281098146,0,0,363611,-0.4934551549896804,,2
1150,1,2,"Bentham, Miss. Lilian W",0,-0.835341303127201,0,0,28404,-0.40471885087040094,,2
1151,0,3,"Midtsjo, Mr. Karl Albert",1,-0.6777190642344485,0,0,345501,-0.49838494966297375,,2
1152,0,3,"de Messemaeker, Mr. Guillaume Joseph",1,0.5438532871843836,1,0,345572,-0.32584213609770807,,2
1153,0,3,"Nilsson, Mr. August Ferdinand",1,-0.6777190642344485,0,0,350410,-0.4969651687970653,,2
1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",0,-0.04723010866343835,0,2,29103,-0.22545359002337167,,2
1155,1,3,"Klasen, Miss. Gertrud Emilia",0,-2.253941453161974,1,1,350405,-0.41935944472377784,,2
1156,0,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",1,0.031581010782937916,0,0,C.A. 34644,-0.40942456396763544,,0
1157,0,3,"Lyntakoff, Mr. Stanko",1,-0.2048523475561909,0,0,349235,-0.4962194253119416,,2
1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",1,-0.2048523475561909,0,0,112051,-0.637763689971539,,2
1159,0,3,"Warren, Mr. Charles William",1,-0.2048523475561909,0,0,C.A. 49867,-0.5024184180320319,,2
1160,1,3,"Howard, Miss. May Elizabeth",0,-0.2048523475561909,0,0,A. 2. 39186,-0.4934551549896804,,2
1161,0,3,"Pokrnic, Mr. Mate",1,-0.9929635420199536,0,0,315095,-0.48247515776279987,,2
1162,0,1,"McCaffry, Mr. Thomas Francis",1,1.2925589219249582,0,0,13050,0.711058607735853,C6,0
1163,0,3,"Fox, Mr. Patrick",1,-0.2048523475561909,0,0,368573,-0.4988331128150913,,1
1164,1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",0,-0.28366346700256717,1,0,13508,1.8142122066732598,C89,0
1165,1,3,"Lennon, Miss. Mary",0,-0.2048523475561909,1,0,370371,-0.3599025356586436,,1
1166,0,3,"Saade, Mr. Jean Nassr",1,-0.2048523475561909,0,0,2676,-0.5082445390095603,,0
1167,1,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",0,-0.7565301836808248,1,0,236853,-0.1716740117692629,,2
1168,0,2,"Parker, Mr. Clifford Richard",1,-0.1260412281098146,0,0,SC 14888,-0.44953516608215827,,2
1169,0,2,"Faunthorpe, Mr. Harry",1,0.8196922052467006,1,0,2926,-0.1716740117692629,,2
1170,0,2,"Ware, Mr. John James",1,0.031581010782937916,1,0,CA 31352,-0.26130664219277755,,2
1171,0,2,"Oxenham, Mr. Percy Thomas",1,-0.5989079447880722,0,0,W./C. 14260,-0.44953516608215827,,2
1172,1,3,"Oreskovic, Miss. Jelka",0,-0.520096825341696,0,0,315085,-0.48247515776279987,,2
1173,0,3,"Peacock, Master. Alfred Edward",1,-2.273644233023568,1,1,SOTON/O.Q. 3101315,-0.3908257931547562,,2
1174,1,3,"Fleming, Miss. Honora",0,-0.2048523475561909,0,0,364859,-0.4988331128150913,,1
1175,1,3,"Touma, Miss. Maria Youssef",0,-1.6234524975909637,1,1,2650,-0.3644594585893751,,0
1176,1,3,"Rosblom, Miss. Salli Helena",0,-2.1751303337155976,1,1,370129,-0.2754237814844811,,2
1177,0,3,"Dennis, Mr. William",1,0.5044477274611955,0,0,A/5 21175,-0.5077963758574427,,2
1178,0,3,"Franklin, Mr. Charles (Charles Fardon)",1,-0.2048523475561909,0,0,SOTON/O.Q. 3101314,-0.5077963758574427,,2
1179,0,1,"Snyder, Mr. John Pillsbury",1,-0.4412857058953197,1,0,21228,0.8369924534808912,B45,2
1180,0,3,"Mardirosian, Mr. Sarkis",1,-0.2048523475561909,0,0,2655,-0.5081692476000046,F E46,0
1181,0,3,"Ford, Mr. Arthur",1,-0.2048523475561909,0,0,A/5 1478,-0.4934551549896804,,2
1182,0,1,"Rheims, Mr. George Alexander Lucien",1,-0.2048523475561909,0,0,PC 17607,0.07212674298269693,,2
1183,1,3,"Daly, Miss. Margaret Marcella Maggie""""",0,0.031581010782937916,0,0,382650,-0.5131743336828537,,1
1184,0,3,"Nasr, Mr. Mustafa",1,-0.2048523475561909,0,0,2652,-0.5081692476000046,,0
1185,0,1,"Dodge, Dr. Washington",1,1.8442367580495922,1,1,33638,0.8296712602278986,A34,2
1186,0,3,"Wittevrongel, Mr. Camille",1,0.5044477274611955,0,0,345771,-0.4674616921668612,,2
1187,0,3,"Angheloff, Mr. Minko",1,-0.28366346700256717,0,0,349202,-0.4962194253119416,,2
1188,1,2,"Laroche, Miss. Louise",0,-2.253941453161974,1,2,SC/Paris 2123,0.10760692340954094,,0
1189,0,3,"Samaan, Mr. Hanna",1,-0.2048523475561909,2,0,2662,-0.24913094567604727,,0
1190,0,1,"Loring, Mr. Joseph Holland",1,0.031581010782937916,0,0,113801,0.17789324688244418,,2
1191,0,3,"Johansson, Mr. Nils",1,-0.04723010866343835,0,0,347467,-0.4969651687970653,,2
1192,0,3,"Olsson, Mr. Oscar Wilhelm",1,0.18920324967569047,0,0,347079,-0.49838494966297375,,2
1193,0,2,"Malachard, Mr. Noel",1,-0.2048523475561909,0,0,237735,-0.3680447638063157,D,0
1194,0,2,"Phillips, Mr. Escott Robert",1,1.0561255635858293,0,1,S.O./P.P. 2,-0.26130664219277755,,2
1195,0,3,"Pokrnic, Mr. Tome",1,-0.4412857058953197,0,0,315092,-0.48247515776279987,,2
1196,1,3,"McCarthy, Miss. Catherine Katie""""",0,-0.2048523475561909,0,0,383123,-0.4988331128150913,,1
1197,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",0,2.7111590719597314,1,1,112901,-0.16181442242267627,B26,2
1198,0,1,"Allison, Mr. Hudson Joshua Creighton",1,0.031581010782937916,1,2,113781,2.07900133816519,C22 C26,2
1199,0,3,"Aks, Master. Philip Frank",1,-2.267339343467858,0,1,392091,-0.4701506710795666,,2
1200,0,1,"Hays, Mr. Charles Melville",1,2.0018589969423446,1,1,12749,1.0383664989481847,B69,2
1201,1,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",0,1.213747802478582,1,0,350026,-0.3848508820107247,,2
1202,0,3,"Cacic, Mr. Jego Grga",1,-0.9141524225735773,0,0,315091,-0.48247515776279987,,2
1203,0,3,"Vartanian, Mr. David",1,-0.5989079447880722,0,0,2658,-0.5082445390095603,,0
1204,0,3,"Sadowitz, Mr. Harry",1,-0.2048523475561909,0,0,LP 1588,-0.5019702548799143,,2
1205,1,3,"Carr, Miss. Jeannie",0,0.5832588469075718,0,0,368364,-0.4988331128150913,,1
1206,1,1,"White, Mrs. John Stuart (Ella Holmes)",0,2.0018589969423446,0,0,PC 17760,1.7936702004327985,C32,0
1207,1,3,"Hagardon, Miss. Kate",0,-0.9929635420199536,0,0,AQ/3. 30631,-0.49913248580070585,,1
1208,0,1,"Spencer, Mr. William Augustus",1,2.159481235835097,1,0,PC 17569,1.9888452531800018,B78,0
1209,0,2,"Rogers, Mr. Reginald Harry",1,-0.835341303127201,0,0,28004,-0.44953516608215827,,2
1210,0,3,"Jonsson, Mr. Nils Hilding",1,-0.2048523475561909,0,0,350408,-0.4969651687970653,,2
1211,0,2,"Jefferys, Mr. Ernest Wilfred",1,-0.5989079447880722,2,0,C.A. 31029,-0.0730781183033968,,2
1212,0,3,"Andersson, Mr. Johan Samuel",1,-0.28366346700256717,0,0,347075,-0.49838494966297375,,2
1213,0,3,"Krekorian, Mr. Neshan",1,-0.3624745864489434,0,0,2654,-0.5081692476000046,F E57,0
1214,0,2,"Nesson, Mr. Israel",1,-0.28366346700256717,0,0,244368,-0.40471885087040094,F2,2
1215,0,1,"Rowe, Mr. Alfred G",1,0.2680143691220667,0,0,113790,-0.16181442242267627,,2
1216,1,1,"Kreuchen, Miss. Emilie",0,0.7408810858003243,0,0,24160,3.150783516454366,,2
1217,0,3,"Assam, Mr. Ali",1,-0.520096825341696,0,0,SOTON/O.Q. 3101309,-0.5113816810743833,,2
1218,1,2,"Becker, Miss. Ruth Elizabeth",0,-1.387019139251835,2,1,230136,0.06137082733187515,F4,2
1219,0,1,"Rosenshine, Mr. George (Mr George Thorne"")""",1,1.2925589219249582,0,0,PC 17585,0.7820171759369329,,0
1220,0,2,"Clarke, Mr. Charles Valentine",1,-0.04723010866343835,1,0,2003,-0.1716740117692629,,2
1221,0,2,"Enander, Mr. Ingvar",1,-0.6777190642344485,0,0,236854,-0.40471885087040094,,2
1222,1,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",0,1.4501811608177106,0,2,C.A. 33112,0.02103614364129356,,2
1223,0,1,"Dulles, Mr. William Crothers",1,0.7408810858003243,0,0,PC 17580,-0.10534586525586208,A18,0
1224,0,3,"Thomas, Mr. Tannous",1,-0.2048523475561909,0,0,2684,-0.5082445390095603,,0
1225,1,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",0,-0.835341303127201,1,1,2653,-0.3555696943039709,,0
1226,0,3,"Cor, Mr. Ivan",1,-0.2048523475561909,0,0,349229,-0.4962194253119416,,2
1227,0,1,"Maguire, Mr. John Edward",1,0.031581010782937916,0,0,110469,-0.1716740117692629,C106,2
1228,0,2,"de Brito, Mr. Jose Joaquim",1,0.18920324967569047,0,0,244360,-0.40471885087040094,,2
1229,0,3,"Elias, Mr. Joseph",1,0.7408810858003243,0,2,2675,-0.5081692476000046,,0
1230,0,2,"Denbury, Mr. Herbert",1,-0.3624745864489434,0,0,C.A. 31029,-0.0730781183033968,,2
1231,0,3,"Betros, Master. Seman",1,-0.2048523475561909,0,0,2622,-0.5081692476000046,,0
1232,0,2,"Fillbrook, Mr. Joseph Charles",1,-0.9141524225735773,0,0,C.A. 15185,-0.44953516608215827,,2
1233,0,3,"Lundstrom, Mr. Thure Edvin",1,0.18920324967569047,0,0,350403,-0.5018949634703586,,2
1234,0,3,"Sage, Mr. John George",1,-0.2048523475561909,1,9,CA. 2343,0.6090261992195495,,2
1235,1,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",0,2.2382923552814735,0,1,PC 17755,8.546519077783444,B51 B53 B55,0
1236,0,3,"van Billiard, Master. James William",1,-0.2048523475561909,1,1,A/5. 851,-0.3778290617433466,,2
1237,1,3,"Abelseth, Miss. Karen Marie",0,-1.07177466146633,0,0,348125,-0.5006257654235616,,2
1238,0,2,"Botsford, Mr. William Hull",1,-0.28366346700256717,0,0,237670,-0.40471885087040094,,2
1239,1,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",0,0.6620699663539481,0,0,2688,-0.5081692476000046,,0
1240,0,2,"Giles, Mr. Ralph",1,-0.4412857058953197,0,0,248726,-0.3957555878280495,,2
1241,1,2,"Walcroft, Miss. Nellie",0,0.11039213022931418,0,0,F.C.C. 13528,-0.26130664219277755,,2
1242,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",0,1.213747802478582,0,1,PC 17759,0.49803052766089445,D10 D12,0
1243,0,2,"Stokes, Mr. Philip Joseph",1,-0.3624745864489434,0,0,F.C.C. 13540,-0.44953516608215827,,2
1244,0,2,"Dibden, Mr. William",1,-0.9141524225735773,0,0,S.O.C. 14879,0.6798359772541261,,2
1245,0,2,"Herman, Mr. Samuel",1,1.528992280264087,1,2,220845,0.5274605055341512,,2
1246,1,3,"Dean, Miss. Elizabeth Gladys Millvina""""",0,-2.319354682302466,1,2,C.A. 2315,-0.26892541577877627,,2
1247,0,1,"Julian, Mr. Henry Forbes",1,1.6078033997104633,0,0,113044,-0.1716740117692629,E60,2
1248,1,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",0,2.31710347472785,2,0,11769,0.2850795316480999,C101,2
1249,0,3,"Lockyer, Mr. Edward",1,-0.2048523475561909,0,0,1222,-0.49651700564494766,,2
1250,0,3,"O'Keefe, Mr. Patrick",1,-0.2048523475561909,0,0,368402,-0.4988331128150913,,1
1251,1,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",0,0.031581010782937916,1,0,349910,-0.35900620935440847,,2
1252,0,3,"Sage, Master. William Henry",1,-1.1899913406358942,8,2,CA. 2343,0.6090261992195495,,2
1253,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",0,-0.4412857058953197,1,1,S.C./PARIS 2079,0.025593066572024994,,0
1254,1,2,"Ware, Mrs. John James (Florence Louise Long)",0,0.11039213022931418,0,0,CA 31352,-0.26130664219277755,,2
1255,0,3,"Strilic, Mr. Ivan",1,-0.2048523475561909,0,0,315083,-0.48247515776279987,,2
1256,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",0,-0.3624745864489434,1,0,11765,0.3561133912587352,E50,0
1257,1,3,"Sage, Mrs. John (Annie Bullen)",0,-0.2048523475561909,1,9,CA. 2343,0.6090261992195495,,2
1258,0,3,"Caram, Mr. Joseph",1,-0.2048523475561909,1,0,2689,-0.37857659788107867,,0
1259,1,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",0,-0.5989079447880722,0,0,3101295,0.07369531401510841,,2
1260,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",0,1.213747802478582,0,1,112378,0.4270719594598148,,0
1261,0,2,"Pallas y Castello, Mr. Emilio",1,-0.04723010866343835,0,0,SC/PARIS 2147,-0.3893325135319004,,0
1262,0,2,"Giles, Mr. Edgar",1,-0.6777190642344485,1,0,28133,-0.43160863999745536,,2
1263,1,1,"Wilson, Miss. Helen Alice",0,0.11039213022931418,0,0,16966,1.7733540684210047,E39 E41,0
1264,0,1,"Ismay, Mr. Joseph Bruce",1,1.528992280264087,0,0,112058,-0.637763689971539,B52 B54 B56,2
1265,0,2,"Harbeck, Mr. William H",1,1.1349366830322056,0,0,248746,-0.40471885087040094,,2
1266,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",0,1.9230478774959683,1,1,33638,0.8296712602278986,A34,2
1267,1,1,"Bowen, Miss. Grace Scott",0,1.213747802478582,0,0,PC 17608,4.065708591502392,,0
1268,1,3,"Kink, Miss. Maria",0,-0.5989079447880722,2,0,315152,-0.48247515776279987,,2
1269,0,2,"Cotterill, Mr. Henry Harry""""",1,-0.6777190642344485,0,0,29107,-0.43160863999745536,,2
1270,0,1,"Hipkins, Mr. William Edward",1,2.0018589969423446,0,0,680,0.2585626142636073,C39,2
1271,0,3,"Asplund, Master. Carl Edgar",1,-1.938696975376469,4,2,347077,-0.0750948524879259,,2
1272,0,3,"O'Connor, Mr. Patrick",1,-0.2048523475561909,0,0,366713,-0.4988331128150913,,1
1273,0,3,"Foley, Mr. Joseph",1,-0.28366346700256717,0,0,330910,-0.49651700564494766,,1
1274,1,3,"Risien, Mrs. Samuel (Emma)",0,-0.2048523475561909,0,0,364498,-0.3778290617433466,,2
1275,1,3,"McNamee, Mrs. Neal (Eileen O'Leary)",0,-0.835341303127201,1,0,376566,-0.3491466200078219,,2
1276,0,2,"Wheeler, Mr. Edwin Frederick""""",1,-0.2048523475561909,0,0,SC/PARIS 2159,-0.4069596666309888,,2
1277,1,2,"Herman, Miss. Kate",0,-0.4412857058953197,1,2,220845,0.5274605055341512,,2
1278,0,3,"Aronsson, Mr. Ernst Axel Algot",1,-0.4412857058953197,0,0,349911,-0.49838494966297375,,2
1279,0,2,"Ashby, Mr. John",1,2.159481235835097,0,0,244346,-0.40471885087040094,,2
1280,0,3,"Canavan, Mr. Patrick",1,-0.6777190642344485,0,0,364858,-0.4988331128150913,,1
1281,0,3,"Palsson, Master. Paul Folke",1,-1.8598858559300926,3,1,349909,-0.2599621527364248,,2
1282,0,1,"Payne, Mr. Vivian Ponsonby",1,-0.520096825341696,0,0,12749,1.0383664989481847,B24,2
1283,1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",0,1.6866145191568396,0,1,PC 17592,0.06854143776575629,D28,2
1284,0,3,"Abbott, Master. Eugene Joseph",1,-1.3082080198054586,0,2,C.A. 2673,-0.2747515367563047,,2
1285,0,2,"Gilbert, Mr. William",1,1.3713700413713346,0,0,C.A. 30769,-0.44953516608215827,,2
1286,0,3,"Kink-Heilmann, Mr. Anton",1,-0.04723010866343835,3,1,315153,-0.24293195295595707,,2
1287,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",0,-0.9141524225735773,1,0,13695,0.4378278751106366,C31,2
1288,0,3,"Colbert, Mr. Patrick",1,-0.4412857058953197,0,0,371109,-0.5077963758574427,,1
1289,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",0,1.4501811608177106,1,1,13567,0.7820171759369329,B41,0
1290,0,3,"Larsson-Rondberg, Mr. Edvard A",1,-0.5989079447880722,0,0,347065,-0.49838494966297375,,2
1291,0,3,"Conlon, Mr. Thomas Henry",1,0.11039213022931418,0,0,21332,-0.49913248580070585,,1
1292,1,1,"Bonnell, Miss. Caroline",0,0.031581010782937916,0,0,36928,2.3177235080773535,C7,2
1293,0,2,"Gale, Mr. Harry",1,0.6620699663539481,1,0,28664,-0.26130664219277755,,2
1294,1,1,"Gibson, Miss. Dorothy Winifred",0,-0.5989079447880722,0,1,112378,0.4270719594598148,,0
1295,0,1,"Carrau, Mr. Jose Pedro",1,-0.9929635420199536,0,0,113059,0.20657568861796888,,2
1296,0,1,"Frauenthal, Mr. Isaac Gerald",1,1.0561255635858293,1,0,17765,-0.1408260456827061,D40,0
1297,0,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1,-0.7565301836808248,0,0,SC/PARIS 2166,-0.38925722212234465,D38,0
1298,0,2,"Ware, Mr. William Jeffery",1,-0.520096825341696,1,0,28666,-0.44953516608215827,,2
1299,0,1,"Widener, Mr. George Dunton",1,1.6078033997104633,1,1,113503,3.15369657694313,C80,0
1300,1,3,"Riordan, Miss. Johanna Hannah""""",0,-0.2048523475561909,0,0,334915,-0.49935656737676465,,1
1301,1,3,"Peacock, Miss. Treasteall",0,-2.0963192142692213,1,1,SOTON/O.Q. 3101315,-0.3908257931547562,,2
1302,1,3,"Naughton, Miss. Hannah",0,-0.2048523475561909,0,0,365237,-0.4988331128150913,,1
1303,1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",0,0.5832588469075718,1,0,19928,0.9756236576517244,C78,1
1304,1,3,"Henriksson, Miss. Jenny Lovisa",0,-0.1260412281098146,0,0,347086,-0.49838494966297375,,2
1305,0,3,"Spector, Mr. Woolf",1,-0.2048523475561909,0,0,A.5. 3236,-0.4934551549896804,,2
1306,1,1,"Oliva y Ocana, Dona. Fermina",0,0.7408810858003243,0,0,PC 17758,1.31443500065261,C105,0
1307,0,3,"Saether, Mr. Simon Sivertsen",1,0.7014755260771361,0,0,SOTON/O.Q. 3101262,-0.5077963758574427,,2
1308,0,3,"Ware, Mr. Frederick",1,-0.2048523475561909,0,0,359309,-0.4934551549896804,,2
1309,0,3,"Peter, Master. Michael J",1,-0.2048523475561909,1,1,2668,-0.23695704181192556,,0
